family_label,feature,orig_n,syn_n,orig_mean,syn_mean,abs_smd
F3_web3_platform_app,user_login_length,8,52,10.125,10.403846153846153,0.11693293828097837
F3_web3_platform_app,executable_file_count,8,52,0.125,0.17307692307692307,0.10907228832370847
F1_pumpfun_clone,repo_size_kb,24,36,12816.208333333334,12515.916666666666,0.10847760076854772
F4_security_osint_cve,archive_file_count,5,55,0.2,0.2545454545454545,0.10142387705209734
F3_web3_platform_app,docs_related_file_count,8,52,1.375,1.1538461538461537,0.09883368664324166
F3_web3_platform_app,max_path_depth,8,52,6.25,6.038461538461538,0.09757306782009509
F3_web3_platform_app,issues_to_star_ratio,8,52,0.0625,0.08333333333333334,0.09560222249632362
F4_security_osint_cve,max_path_depth,5,55,3.2,3.109090909090909,0.09302381481938818
F5_ai_media_demo,days_since_last_push,4,56,119.75,121.25,0.09124370870684344
F3_web3_platform_app,following_count,8,52,2.5,2.2115384615384617,0.0897197191171211
F2_crypto_trading_bot,fork_to_star_ratio,4,56,0.3521186440677966,0.40354928339800733,0.08916678162468412
F2_crypto_trading_bot,watch_to_star_ratio,4,56,0.61454802259887,0.6537303042049089,0.08897660959275462
F3_web3_platform_app,avg_path_depth,8,52,3.614159204516558,3.5529316907491637,0.08500217844172363
F1_pumpfun_clone,user_login_length,24,36,10.25,10.555555555555555,0.07638600601733808
F1_pumpfun_clone,external_domains_average_age,24,36,4043.25,4165.111356594955,0.073785298944283
F4_security_osint_cve,top_level_dir_count,5,55,3.2,3.4,0.07316529130196299
F3_web3_platform_app,open_issues_count,8,52,0.125,0.15384615384615385,0.07036051334285794
F1_pumpfun_clone,external_domains_with_age_count,24,36,2.5416666666666665,2.611111111111111,0.06751532985894192
F2_crypto_trading_bot,env_file_count,4,56,1.0,1.0357142857142858,0.06629008372105401
F5_ai_media_demo,hidden_file_count,4,56,0.75,0.6607142857142857,0.06616586179793872
F1_pumpfun_clone,readme_length,24,36,6100.041666666667,6100.055555555556,0.0635146999090692
F3_web3_platform_app,days_since_last_push,8,52,293.125,279.03846153846155,0.0631960503041562
F1_pumpfun_clone,repo_age_days,24,36,278.2916666666667,277.19444444444446,0.06283308074435154
F4_security_osint_cve,watch_to_star_ratio,5,55,0.4,0.4257575757575757,0.06244407736502837
F3_web3_platform_app,user_repo_creation_gap_days,8,52,1562.25,1466.4615384615386,0.06184045871825335
F3_web3_platform_app,large_file_count_ge_1mb,8,52,2.75,2.8653846153846154,0.05932564258652412
F2_crypto_trading_bot,forks_count,4,56,1.0,1.0535714285714286,0.05749291787009486
F1_pumpfun_clone,total_files_count,24,36,34.708333333333336,34.833333333333336,0.057357527410274396
F3_web3_platform_app,followers_count,8,52,9.375,8.51923076923077,0.05701855140671007
F3_web3_platform_app,js_ts_file_count,8,52,147.875,142.94230769230768,0.05669626772855324
F3_web3_platform_app,user_age_days,8,52,1861.125,1772.4423076923076,0.05585291241072149
F1_pumpfun_clone,js_ts_file_count,24,36,11.75,11.666666666666666,0.055732766709136794
F1_pumpfun_clone,following_count,24,36,2.9166666666666665,3.0833333333333335,0.05491979932756796
F3_web3_platform_app,user_profile_update_span_days,8,52,1706.625,1619.3653846153845,0.0541681383641793
F3_web3_platform_app,repo_name_length,8,52,19.625,19.173076923076923,0.05408242083148989
F1_pumpfun_clone,user_repo_creation_gap_days,24,36,960.25,929.0555555555555,0.05270374372620463
F3_web3_platform_app,watch_to_star_ratio,8,52,0.23958333333333331,0.2614539306846999,0.05242091034296977
F1_pumpfun_clone,avg_path_depth,24,36,1.538095238095238,1.5349408135569726,0.05123692240232891
F1_pumpfun_clone,user_profile_update_span_days,24,36,161.75,183.80555555555554,0.05076725265570686
F1_pumpfun_clone,hidden_file_count,24,36,3.0,3.0277777777777777,0.05074862663387465
F4_security_osint_cve,risk_filename_count,5,55,0.8,0.8909090909090909,0.050345209117735094
F1_pumpfun_clone,user_age_days,24,36,1238.9583333333333,1208.7777777777778,0.050279151048185235
F3_web3_platform_app,external_domains_with_age_count,8,52,2.125,2.0,0.05015689789567232
F3_web3_platform_app,readme_url_count,8,52,3.375,3.1923076923076925,0.048354419891271594
F3_web3_platform_app,repo_size_kb,8,52,9463.375,9211.326923076924,0.04817133316775572
F5_ai_media_demo,hidden_file_ratio,4,56,0.022727272727272728,0.020742131774508434,0.04786106775448102
F3_web3_platform_app,readme_unique_domain_count,8,52,2.875,2.730769230769231,0.0470968116951386
F5_ai_media_demo,watch_to_star_ratio,4,56,0.16666666666666666,0.18303571428571427,0.04633565633854381
F3_web3_platform_app,external_domains_count,8,52,3.0,2.8461538461538463,0.04616533669478467
F1_pumpfun_clone,time_to_last_push_days,24,36,-1.25,-1.1944444444444444,0.04585542304219805
F2_crypto_trading_bot,user_login_length,4,56,14.25,14.053571428571429,0.04584640798446087
F3_web3_platform_app,download_lure_keyword_count,8,52,0.25,0.23076923076923078,0.043257217514520704
F3_web3_platform_app,repo_name_entropy,8,52,3.466566377181228,3.4468367826440134,0.042529427938055094
F4_security_osint_cve,hidden_file_ratio,5,55,0.03430155545408055,0.035932277626763466,0.04171594487132585
F1_pumpfun_clone,owner_repo_density,24,36,6.741438373946941,7.051074971645327,0.04091583951953114
F5_ai_media_demo,repo_age_days,4,56,134.5,133.66071428571428,0.04004411731577146
F2_crypto_trading_bot,large_file_count_ge_1mb,4,56,1.75,1.8392857142857142,0.038862076472361
F3_web3_platform_app,total_files_count,8,52,403.25,391.59615384615387,0.03861474826080512
F4_security_osint_cve,public_repos_count,5,55,758.0,739.9636363636364,0.03854079707042313
F5_ai_media_demo,fork_to_star_ratio,4,56,0.08333333333333333,0.09077380952380953,0.03808561074206004
F1_pumpfun_clone,hidden_file_ratio,24,36,0.0841714559386973,0.08477187416170906,0.03807544846667211
F3_web3_platform_app,env_file_count,8,52,1.875,1.8269230769230769,0.03806949156458463
F3_web3_platform_app,contract_file_ratio,8,52,0.0084368257303023,0.008161709950907415,0.0367272667995517
F5_ai_media_demo,docs_related_file_count,4,56,1.0,1.0714285714285714,0.036480362931272575
F5_ai_media_demo,following_count,4,56,9.5,9.946428571428571,0.03642811109369793
F2_crypto_trading_bot,avg_path_depth,4,56,2.380964109110051,2.360149849944932,0.036366938207957625
F4_security_osint_cve,public_gists_count,5,55,3.0,3.090909090909091,0.036241814793910275
F2_crypto_trading_bot,executable_file_count,4,56,0.75,0.8035714285714286,0.0362235849376519
F3_web3_platform_app,top_level_dir_count,8,52,4.75,4.8076923076923075,0.03561997983546516
F4_security_osint_cve,issues_to_star_ratio,5,55,0.2,0.21818181818181817,0.03559300732008991
F4_security_osint_cve,open_issues_count,5,55,0.2,0.21818181818181817,0.03559300732008991
F1_pumpfun_clone,days_since_last_push,24,36,278.6666666666667,279.4166666666667,0.03552214010086048
F5_ai_media_demo,stargazers_count,4,56,0.5,0.5357142857142857,0.03524815536809987
F5_ai_media_demo,watchers_count,4,56,0.5,0.5357142857142857,0.03524815536809987
F4_security_osint_cve,env_file_count,5,55,0.2,0.18181818181818182,0.0350983236563486
F2_crypto_trading_bot,deploy_related_file_count,4,56,0.25,0.23214285714285715,0.03434750616494855
F5_ai_media_demo,avg_path_depth,4,56,1.9071180555555556,1.8829830632372888,0.034262110258276975
F3_web3_platform_app,follower_to_following_ratio,8,52,2.9952651515151514,3.1794789612097296,0.03333973073028352
F3_web3_platform_app,public_repos_count,8,52,38.375,37.32692307692308,0.03292720724071429
F5_ai_media_demo,forks_count,4,56,0.25,0.26785714285714285,0.032735659639740615
F5_ai_media_demo,total_files_count,4,56,22.5,22.196428571428573,0.03228336590425836
F3_web3_platform_app,security_trust_keyword_count,8,52,2.5,2.5576923076923075,0.03189703115565385
F3_web3_platform_app,readme_length,8,52,2539.375,2488.4423076923076,0.030991023740275018
F3_web3_platform_app,user_profile_completeness,8,52,2.0,1.9423076923076923,0.02970197121052277
F1_pumpfun_clone,user_login_entropy,24,36,2.8081470465869813,2.792503644237929,0.02968768066165653
F2_crypto_trading_bot,public_repos_count,4,56,78.75,80.42857142857143,0.029675333173809024
F2_crypto_trading_bot,hidden_file_count,4,56,4.0,4.053571428571429,0.029282208377203335
F1_pumpfun_clone,top_level_dir_count,24,36,6.833333333333333,6.861111111111111,0.029133001085835976
F3_web3_platform_app,risky_keyword_count,8,52,0.125,0.11538461538461539,0.028411572886486585
F3_web3_platform_app,solidity_file_count,8,52,3.0,2.923076923076923,0.027940426586904845
F3_web3_platform_app,public_gists_count,8,52,0.875,0.8269230769230769,0.027752553103948658
F3_web3_platform_app,fork_to_star_ratio,8,52,0.3854166666666667,0.357185122569738,0.027639089626082695
F2_crypto_trading_bot,owner_repo_density,4,56,15.925652568517735,16.20280780724593,0.02750524194784868
F3_web3_platform_app,file_extension_diversity,8,52,17.875,17.75,0.026904027038417877
F3_web3_platform_app,repo_age_days,8,52,298.5,292.21153846153845,0.026558680098975027
F4_security_osint_cve,owner_repo_density,5,55,253.95271378285634,246.63322958628186,0.026405417623462858
F5_ai_media_demo,user_repo_creation_gap_days,4,56,1682.0,1647.642857142857,0.02608201202760266
F2_crypto_trading_bot,user_repo_creation_gap_days,4,56,1213.0,1191.9642857142858,0.02501907927145179
F4_security_osint_cve,days_since_last_push,5,55,219.8,215.76363636363635,0.024473746484467
F2_crypto_trading_bot,js_ts_file_count,4,56,37.25,38.375,0.02395091675415215
F5_ai_media_demo,python_file_count,4,56,4.75,4.892857142857143,0.02386854341247076
F4_security_osint_cve,file_extension_diversity,5,55,5.6,5.654545454545454,0.023750436199886565
F5_ai_media_demo,network_count,4,56,2.75,2.857142857142857,0.02296692710988333
F3_web3_platform_app,blockchain_keyword_count,8,52,5.625,5.480769230769231,0.02242398930185084
F3_web3_platform_app,time_to_last_push_days,8,52,5.0,4.6923076923076925,0.022258812455833835
F4_security_osint_cve,contract_test_ratio,5,55,10.0,10.472727272727273,0.021691122017803946
F4_security_osint_cve,test_related_file_count,5,55,10.0,10.472727272727273,0.021691122017803946
F3_web3_platform_app,desc_length,8,52,6.625,6.326923076923077,0.021013035312345323
F4_security_osint_cve,network_count,5,55,0.4,0.38181818181818183,0.02084305217124774
F2_crypto_trading_bot,subscribers_count,4,56,27.75,28.839285714285715,0.020713401754723672
F4_security_osint_cve,avg_path_depth,5,55,2.1589698875947567,2.17910336160687,0.020416053758814456
F5_ai_media_demo,desc_length,4,56,183.75,186.07142857142858,0.019494695190841512
F2_crypto_trading_bot,max_file_size_bytes,4,56,3006754.0,3075069.896998299,0.01944901446058999
F4_security_osint_cve,hidden_file_count,5,55,1.8,1.8363636363636364,0.019054701665245078
F2_crypto_trading_bot,contract_test_ratio,4,56,3.25,3.3214285714285716,0.01900819893884392
F2_crypto_trading_bot,test_related_file_count,4,56,3.25,3.3214285714285716,0.01900819893884392
F3_web3_platform_app,wallet_keyword_count,8,52,0.75,0.7692307692307693,0.01887569050700066
F2_crypto_trading_bot,user_profile_update_span_days,4,56,1288.5,1299.3214285714287,0.0186104923661293
F4_security_osint_cve,user_repo_creation_gap_days,5,55,1594.2,1630.8545454545454,0.018601364850073694
F2_crypto_trading_bot,time_to_last_push_days,4,56,18.75,19.125,0.018156052112217297
F3_web3_platform_app,forks_count,8,52,0.5,0.4807692307692308,0.018090277137461194
F2_crypto_trading_bot,risk_filename_count,4,56,0.75,0.7678571428571429,0.017988545924089622
F2_crypto_trading_bot,desc_length,4,56,157.75,155.375,0.017924082607886388
F4_security_osint_cve,external_domains_average_age,5,55,6943.0,6970.8257823866825,0.017662421099991582
F3_web3_platform_app,max_file_size_bytes,8,52,5242057.25,5159972.5768329585,0.017626726760296
F5_ai_media_demo,owner_repo_density,4,56,8.916062527876225,9.070329472338056,0.01746122363872851
F1_pumpfun_clone,network_count,24,36,389.75,389.1388888888889,0.017182973433970135
F5_ai_media_demo,js_ts_file_count,4,56,2.75,2.8392857142857144,0.0170140193140918
F2_crypto_trading_bot,watchers_count,4,56,30.75,31.678571428571427,0.01691913843671157
F2_crypto_trading_bot,user_login_entropy,4,56,3.189892217233231,3.1959272262678957,0.016338280717858252
F5_ai_media_demo,user_profile_update_span_days,4,56,1804.75,1826.625,0.016284090449467048
F5_ai_media_demo,issues_to_star_ratio,4,56,0.08333333333333333,0.08630952380952381,0.01606080744205709
F1_pumpfun_clone,max_file_size_bytes,24,36,3662001.0,3658218.9453407913,0.016058765413006035
F4_security_osint_cve,watchers_count,5,55,1.2,1.1818181818181819,0.016027662685859173
F4_security_osint_cve,stargazers_count,5,55,1.2,1.2181818181818183,0.01584627383099585
F3_web3_platform_app,deploy_related_file_count,8,52,1.625,1.5769230769230769,0.015710401467419425
F5_ai_media_demo,avg_file_size_bytes,4,56,7909.088254830918,7823.683535907395,0.015352391090977371
F3_web3_platform_app,risk_filename_count,8,52,12.0,11.846153846153847,0.014833179787864949
F4_security_osint_cve,repo_age_days,5,55,223.2,220.9090909090909,0.014262481440538417
F4_security_osint_cve,executable_file_count,5,55,1.2,1.2181818181818183,0.013885132114165285
F5_ai_media_demo,readme_length,4,56,3943.25,3987.5178571428573,0.013716409164326256
F2_crypto_trading_bot,file_extension_diversity,4,56,10.5,10.535714285714286,0.013126720943883905
F4_security_osint_cve,max_file_size_bytes,5,55,2369886.0,2416184.1990069705,0.012851359851325147
F4_security_osint_cve,time_to_last_push_days,5,55,3.0,3.109090909090909,0.012834762924697188
F2_crypto_trading_bot,stargazers_count,4,56,30.75,31.428571428571427,0.012348761152658939
F4_security_osint_cve,repo_size_kb,5,55,8058.2,8194.218181818182,0.012286836789154432
F1_pumpfun_clone,public_repos_count,24,36,22.166666666666668,22.36111111111111,0.0120748703607908
F4_security_osint_cve,deploy_related_file_count,5,55,1.4,1.4363636363636363,0.012006104655194158
F5_ai_media_demo,public_repos_count,4,56,41.75,42.17857142857143,0.011408437909061816
F2_crypto_trading_bot,hidden_file_ratio,4,56,0.051411811401565505,0.051708247438456464,0.01111628636648464
F3_web3_platform_app,external_domains_average_age,8,52,3639.0625,3671.697370534612,0.010245807684762968
F2_crypto_trading_bot,repo_age_days,4,56,207.75,209.08928571428572,0.010194958039658062
F3_web3_platform_app,owner_repo_density,8,52,10.662391113036033,10.829355426856521,0.009923408279428496
F4_security_osint_cve,python_file_count,5,55,8.8,8.89090909090909,0.00953950288503606
F3_web3_platform_app,network_count,8,52,0.625,0.6153846153846154,0.00953704020822717
F2_crypto_trading_bot,rust_file_count,4,56,9.25,9.089285714285714,0.009284147842579757
F2_crypto_trading_bot,external_domains_average_age,4,56,4450.75,4432.7540035204565,0.009084332919142513
F2_crypto_trading_bot,total_files_count,4,56,98.75,99.46428571428571,0.009055489426419044
F5_ai_media_demo,user_age_days,4,56,1817.25,1805.517857142857,0.008897153926117077
F5_ai_media_demo,external_domains_average_age,4,56,4855.834821428572,4828.540223620718,0.008896524776400749
F4_security_osint_cve,follower_to_following_ratio,5,55,5.183778272154246,5.275498181543119,0.008583475622692306
F4_security_osint_cve,docs_related_file_count,5,55,6.2,6.3090909090909095,0.008150350348521213
F4_security_osint_cve,following_count,5,55,108.4,107.43636363636364,0.007231922752873781
F4_security_osint_cve,followers_count,5,55,114.2,113.2,0.0072025341244446655
F2_crypto_trading_bot,avg_file_size_bytes,4,56,152239.6646978022,150829.93412812194,0.006490279878100507
F5_ai_media_demo,followers_count,4,56,18.75,18.910714285714285,0.006346259079072653
F5_ai_media_demo,follower_to_following_ratio,4,56,1.8132183908045976,1.8310229952701746,0.006120040519142948
F1_pumpfun_clone,follower_to_following_ratio,24,36,0.8361111111111112,0.8506613756613757,0.005800751678961301
F2_crypto_trading_bot,docs_related_file_count,4,56,8.5,8.410714285714286,0.005763525965675859
F2_crypto_trading_bot,python_file_count,4,56,3.5,3.4642857142857144,0.005444692236743471
F5_ai_media_demo,max_file_size_bytes,4,56,49424.75,49587.78973716462,0.005392333825505931
F2_crypto_trading_bot,repo_size_kb,4,56,4523.75,4492.75,0.005334076493257816
F5_ai_media_demo,repo_size_kb,4,56,131.25,130.625,0.005206756520380315
F2_crypto_trading_bot,followers_count,4,56,380.5,378.42857142857144,0.0049158427999793745
F4_security_osint_cve,user_profile_update_span_days,5,55,1785.2,1774.9454545454546,0.004846872830972422
F5_ai_media_demo,time_to_last_push_days,4,56,14.75,14.821428571428571,0.004281763817684165
F2_crypto_trading_bot,follower_to_following_ratio,4,56,143.93512701447693,142.81270026747475,0.004197464984297122
F5_ai_media_demo,deploy_related_file_count,4,56,5.5,5.464285714285714,0.0036459496088131933
F1_pumpfun_clone,followers_count,24,36,3.9583333333333335,4.0,0.003497051419374925
F2_crypto_trading_bot,days_since_last_push,4,56,188.5,188.83928571428572,0.0028061122892117786
F2_crypto_trading_bot,following_count,4,56,262.75,264.125,0.0027930089348554583
F3_web3_platform_app,watchers_count,8,52,1.625,1.6153846153846154,0.0025462669717754554
F3_web3_platform_app,stargazers_count,8,52,1.625,1.6153846153846154,0.002546266971775455
F2_crypto_trading_bot,user_age_days,4,56,1421.0,1422.8214285714287,0.002473622368565151
F4_security_osint_cve,avg_file_size_bytes,5,55,632526.9331603798,630415.3621881772,0.0016892834974624785
F4_security_osint_cve,total_files_count,5,55,917.6,920.290909090909,0.0013999466032567586
F4_security_osint_cve,user_age_days,5,55,1817.8,1819.9636363636364,0.00104695502596341
F3_web3_platform_app,avg_file_size_bytes,8,52,56336.070737530164,56359.283125102476,0.0007511264396729468
F2_crypto_trading_bot,readme_length,4,56,17055.0,17048.428571428572,0.0002896252890200176
F1_pumpfun_clone,repo_name_entropy,24,36,3.5032583347756456,3.503258334775646,4.440892098500626e-10
F4_security_osint_cve,repo_name_entropy,5,55,3.5376433322900844,3.537643332290084,4.409630627569476e-15
F1_pumpfun_clone,archive_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,blockchain_keyword_count,24,36,9.0,9.0,0.0
F1_pumpfun_clone,contract_file_ratio,24,36,0.0,0.0,0.0
F1_pumpfun_clone,contract_test_ratio,24,36,0.0,0.0,0.0
F1_pumpfun_clone,deploy_related_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,desc_length,24,36,131.0,131.0,0.0
F1_pumpfun_clone,docs_related_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,download_lure_keyword_count,24,36,1.0,1.0,0.0
F1_pumpfun_clone,executable_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,external_domains_count,24,36,4.0,4.0,0.0
F1_pumpfun_clone,fork_to_star_ratio,24,36,0.0,0.0,0.0
F1_pumpfun_clone,forks_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,go_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,issues_to_star_ratio,24,36,0.0,0.0,0.0
F1_pumpfun_clone,open_issues_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,public_gists_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,python_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,readme_unique_domain_count,24,36,4.0,4.0,0.0
F1_pumpfun_clone,readme_url_count,24,36,4.0,4.0,0.0
F1_pumpfun_clone,repo_name_length,24,36,18.0,18.0,0.0
F1_pumpfun_clone,risk_filename_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,risky_keyword_count,24,36,1.0,1.0,0.0
F1_pumpfun_clone,rust_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,security_trust_keyword_count,24,36,4.0,4.0,0.0
F1_pumpfun_clone,solidity_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,stargazers_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,subscribers_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,test_related_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,topics_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,wallet_keyword_count,24,36,1.0,1.0,0.0
F1_pumpfun_clone,watch_to_star_ratio,24,36,0.0,0.0,0.0
F1_pumpfun_clone,watchers_count,24,36,0.0,0.0,0.0
F2_crypto_trading_bot,archive_file_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,blockchain_keyword_count,4,56,10.25,10.25,0.0
F2_crypto_trading_bot,contract_file_ratio,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,download_lure_keyword_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,external_domains_count,4,56,3.0,3.0,0.0
F2_crypto_trading_bot,external_domains_with_age_count,4,56,1.75,1.75,0.0
F2_crypto_trading_bot,go_file_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,issues_to_star_ratio,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,network_count,4,56,1.0,1.0,0.0
F2_crypto_trading_bot,open_issues_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,public_gists_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,readme_unique_domain_count,4,56,3.0,3.0,0.0
F2_crypto_trading_bot,readme_url_count,4,56,11.5,11.5,0.0
F2_crypto_trading_bot,repo_name_entropy,4,56,3.5209139000673892,3.5209139000673892,0.0
F2_crypto_trading_bot,repo_name_length,4,56,21.0,21.0,0.0
F2_crypto_trading_bot,risky_keyword_count,4,56,1.25,1.25,0.0
F2_crypto_trading_bot,security_trust_keyword_count,4,56,3.5,3.5,0.0
F2_crypto_trading_bot,solidity_file_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,top_level_dir_count,4,56,4.5,4.5,0.0
F2_crypto_trading_bot,topics_count,4,56,2.75,2.75,0.0
F2_crypto_trading_bot,user_profile_completeness,4,56,2.25,2.25,0.0
F2_crypto_trading_bot,wallet_keyword_count,4,56,1.0,1.0,0.0
F3_web3_platform_app,archive_file_count,8,52,0.0,0.0,0.0
F3_web3_platform_app,go_file_count,8,52,0.0,0.0,0.0
F3_web3_platform_app,python_file_count,8,52,0.0,0.0,0.0
F3_web3_platform_app,rust_file_count,8,52,0.0,0.0,0.0
F3_web3_platform_app,topics_count,8,52,0.0,0.0,0.0
F4_security_osint_cve,blockchain_keyword_count,5,55,1.2,1.2,0.0
F4_security_osint_cve,contract_file_ratio,5,55,0.0,0.0,0.0
F4_security_osint_cve,download_lure_keyword_count,5,55,0.2,0.2,0.0
F4_security_osint_cve,external_domains_count,5,55,2.4,2.4,0.0
F4_security_osint_cve,external_domains_with_age_count,5,55,2.0,2.0,0.0
F4_security_osint_cve,fork_to_star_ratio,5,55,0.0,0.0,0.0
F4_security_osint_cve,forks_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,js_ts_file_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,readme_length,5,55,2275.6,2275.6,0.0
F4_security_osint_cve,readme_unique_domain_count,5,55,2.4,2.4,0.0
F4_security_osint_cve,readme_url_count,5,55,3.8,3.8,0.0
F4_security_osint_cve,repo_name_length,5,55,14.4,14.4,0.0
F4_security_osint_cve,risky_keyword_count,5,55,0.2,0.2,0.0
F4_security_osint_cve,rust_file_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,security_trust_keyword_count,5,55,1.6,1.6,0.0
F4_security_osint_cve,solidity_file_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,subscribers_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,topics_count,5,55,0.6,0.6,0.0
F4_security_osint_cve,user_profile_completeness,5,55,1.2,1.2,0.0
F4_security_osint_cve,wallet_keyword_count,5,55,0.0,0.0,0.0
F5_ai_media_demo,archive_file_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,blockchain_keyword_count,4,56,1.5,1.5,0.0
F5_ai_media_demo,contract_file_ratio,4,56,0.0,0.0,0.0
F5_ai_media_demo,contract_test_ratio,4,56,0.0,0.0,0.0
F5_ai_media_demo,download_lure_keyword_count,4,56,1.25,1.25,0.0
F5_ai_media_demo,env_file_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,executable_file_count,4,56,0.25,0.25,0.0
F5_ai_media_demo,external_domains_count,4,56,5.0,5.0,0.0
F5_ai_media_demo,external_domains_with_age_count,4,56,4.75,4.75,0.0
F5_ai_media_demo,go_file_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,large_file_count_ge_1mb,4,56,0.0,0.0,0.0
F5_ai_media_demo,max_path_depth,4,56,3.25,3.25,0.0
F5_ai_media_demo,open_issues_count,4,56,0.25,0.25,0.0
F5_ai_media_demo,public_gists_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,readme_unique_domain_count,4,56,5.0,5.0,0.0
F5_ai_media_demo,readme_url_count,4,56,8.25,8.25,0.0
F5_ai_media_demo,risk_filename_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,risky_keyword_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,rust_file_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,security_trust_keyword_count,4,56,2.25,2.25,0.0
F5_ai_media_demo,solidity_file_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,subscribers_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,test_related_file_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,topics_count,4,56,0.75,0.75,0.0
F5_ai_media_demo,user_profile_completeness,4,56,1.75,1.75,0.0
F5_ai_media_demo,wallet_keyword_count,4,56,0.0,0.0,0.0
