family_label,feature,orig_n,syn_n,orig_rate,syn_rate,abs_diff
F1_pumpfun_clone,desc_url_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,description_has_block_explorer_link,24,36,0.0,0.0,0.0
F1_pumpfun_clone,description_has_blockchain_keyword,24,36,1.0,1.0,0.0
F1_pumpfun_clone,description_has_contract_address,24,36,0.0,0.0,0.0
F1_pumpfun_clone,description_has_download_lure_keyword,24,36,0.0,0.0,0.0
F1_pumpfun_clone,description_has_risky_keyword,24,36,0.0,0.0,0.0
F1_pumpfun_clone,explorer_domain_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,framework_hint_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,frontend_contract_combo_flag,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_archive_files,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_brownie_config,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_cargo_toml,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_ci_workflows,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_contracts_dir,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_deploy_dir,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_discussions_enabled,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_docs_dir,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_downloads_enabled,24,36,1.0,1.0,0.0
F1_pumpfun_clone,has_email,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_env_file,24,36,1.0,1.0,0.0
F1_pumpfun_clone,has_executable_files,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_foundry_toml,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_frontend_dir,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_go_mod,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_hardhat_config,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_issues_enabled,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_license_file,24,36,1.0,1.0,0.0
F1_pumpfun_clone,has_license_meta,24,36,1.0,1.0,0.0
F1_pumpfun_clone,has_migrations_dir,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_package_json,24,36,1.0,1.0,0.0
F1_pumpfun_clone,has_package_lock_json,24,36,1.0,1.0,0.0
F1_pumpfun_clone,has_pages_enabled,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_pnpm_lock,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_projects_enabled,24,36,1.0,1.0,0.0
F1_pumpfun_clone,has_readme_file,24,36,1.0,1.0,0.0
F1_pumpfun_clone,has_remix_config,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_test_dir,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_truffle_config,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_twitter,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_wiki_enabled,24,36,0.0,0.0,0.0
F1_pumpfun_clone,has_yarn_lock,24,36,0.0,0.0,0.0
F1_pumpfun_clone,homepage_domain_in_description,24,36,0.0,0.0,0.0
F1_pumpfun_clone,homepage_domain_in_external_domains,24,36,0.0,0.0,0.0
F1_pumpfun_clone,homepage_domain_in_readme,24,36,0.0,0.0,0.0
F1_pumpfun_clone,is_hireable,24,36,0.0,0.0,0.0
F1_pumpfun_clone,is_recent_repo_flag,24,36,0.0,0.0,0.0
F1_pumpfun_clone,is_stale_repo_flag,24,36,1.0,1.0,0.0
F1_pumpfun_clone,is_template_repo,24,36,0.0,0.0,0.0
F1_pumpfun_clone,is_user_deleted,24,36,0.0,0.0,0.0
F1_pumpfun_clone,move_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,primary_language_is_go,24,36,0.0,0.0,0.0
F1_pumpfun_clone,primary_language_is_javascript,24,36,0.0,0.0,0.0
F1_pumpfun_clone,primary_language_is_python,24,36,0.0,0.0,0.0
F1_pumpfun_clone,primary_language_is_rust,24,36,0.0,0.0,0.0
F1_pumpfun_clone,primary_language_is_solidity,24,36,0.0,0.0,0.0
F1_pumpfun_clone,primary_language_is_typescript,24,36,0.0,0.0,0.0
F1_pumpfun_clone,readme_has_airdrop_claim_keywords,24,36,1.0,1.0,0.0
F1_pumpfun_clone,readme_has_approve_keywords,24,36,0.0,0.0,0.0
F1_pumpfun_clone,readme_has_badge,24,36,0.0,0.0,0.0
F1_pumpfun_clone,readme_has_block_explorer_link,24,36,0.0,0.0,0.0
F1_pumpfun_clone,readme_has_contract_address,24,36,0.0,0.0,0.0
F1_pumpfun_clone,readme_has_install_run_commands,24,36,1.0,1.0,0.0
F1_pumpfun_clone,readme_has_sensitive_request_keywords,24,36,1.0,1.0,0.0
F1_pumpfun_clone,readme_has_wallet_connect_keywords,24,36,1.0,1.0,0.0
F1_pumpfun_clone,repo_archived,24,36,0.0,0.0,0.0
F1_pumpfun_clone,repo_disabled,24,36,0.0,0.0,0.0
F1_pumpfun_clone,repo_is_fork,24,36,1.0,1.0,0.0
F1_pumpfun_clone,repo_name_has_blockchain_keyword,24,36,1.0,1.0,0.0
F1_pumpfun_clone,repo_name_has_brand_keyword,24,36,0.0,0.0,0.0
F1_pumpfun_clone,token_standard_keyword_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,topic_has_blockchain_keyword,24,36,0.0,0.0,0.0
F1_pumpfun_clone,user_blog_domain_in_external_domains,24,36,0.0,0.0,0.0
F1_pumpfun_clone,user_blog_matches_homepage_domain,24,36,0.0,0.0,0.0
F1_pumpfun_clone,user_type_is_org,24,36,0.0,0.0,0.0
F1_pumpfun_clone,very_short_activity_window_flag,24,36,1.0,1.0,0.0
F1_pumpfun_clone,visibility_is_public,24,36,1.0,1.0,0.0
F1_pumpfun_clone,vyper_file_count,24,36,0.0,0.0,0.0
F1_pumpfun_clone,wallet_frontend_risk_combo_flag,24,36,0.0,0.0,0.0
F2_crypto_trading_bot,allow_forking,4,56,1.0,1.0,0.0
F2_crypto_trading_bot,binary_download_lure_combo_flag,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,default_branch_is_main,4,56,0.75,0.75,0.0
F2_crypto_trading_bot,default_branch_is_master,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,desc_unique_domain_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,desc_url_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,description_has_block_explorer_link,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,description_has_blockchain_keyword,4,56,0.5,0.5,0.0
F2_crypto_trading_bot,description_has_contract_address,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,description_has_download_lure_keyword,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,description_has_risky_keyword,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,explorer_domain_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,framework_hint_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,frontend_contract_combo_flag,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_archive_files,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_brownie_config,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_cargo_toml,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,has_ci_workflows,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_contracts_dir,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_deploy_dir,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_discussions_enabled,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_docs_dir,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,has_downloads_enabled,4,56,1.0,1.0,0.0
F2_crypto_trading_bot,has_email,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,has_env_file,4,56,1.0,1.0,0.0
F2_crypto_trading_bot,has_executable_files,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,has_foundry_toml,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_frontend_dir,4,56,0.75,0.75,0.0
F2_crypto_trading_bot,has_go_mod,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_hardhat_config,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_homepage,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,has_issues_enabled,4,56,1.0,1.0,0.0
F2_crypto_trading_bot,has_license_file,4,56,0.5,0.5,0.0
F2_crypto_trading_bot,has_license_meta,4,56,0.5,0.5,0.0
F2_crypto_trading_bot,has_migrations_dir,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_package_json,4,56,0.75,0.75,0.0
F2_crypto_trading_bot,has_package_lock_json,4,56,0.5,0.5,0.0
F2_crypto_trading_bot,has_pages_enabled,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_pnpm_lock,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,has_projects_enabled,4,56,1.0,1.0,0.0
F2_crypto_trading_bot,has_readme_file,4,56,1.0,1.0,0.0
F2_crypto_trading_bot,has_remix_config,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_test_dir,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_truffle_config,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,has_twitter,4,56,0.5,0.5,0.0
F2_crypto_trading_bot,has_wiki_enabled,4,56,0.75,0.75,0.0
F2_crypto_trading_bot,has_yarn_lock,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,homepage_domain_in_description,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,homepage_domain_in_external_domains,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,homepage_domain_in_readme,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,is_hireable,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,is_recent_repo_flag,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,is_stale_repo_flag,4,56,0.75,0.75,0.0
F2_crypto_trading_bot,is_template_repo,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,is_user_deleted,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,move_file_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,primary_language_is_go,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,primary_language_is_javascript,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,primary_language_is_python,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,primary_language_is_rust,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,primary_language_is_solidity,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,primary_language_is_typescript,4,56,0.5,0.5,0.0
F2_crypto_trading_bot,readme_has_airdrop_claim_keywords,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,readme_has_approve_keywords,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,readme_has_badge,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,readme_has_block_explorer_link,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,readme_has_contract_address,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,readme_has_install_run_commands,4,56,0.75,0.75,0.0
F2_crypto_trading_bot,readme_has_sensitive_request_keywords,4,56,0.75,0.75,0.0
F2_crypto_trading_bot,readme_has_wallet_connect_keywords,4,56,1.0,1.0,0.0
F2_crypto_trading_bot,repo_archived,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,repo_disabled,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,repo_is_fork,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,repo_name_has_blockchain_keyword,4,56,0.5,0.5,0.0
F2_crypto_trading_bot,repo_name_has_brand_keyword,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,token_standard_keyword_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,topic_has_blockchain_keyword,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,user_blog_domain_in_external_domains,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,user_blog_matches_homepage_domain,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,user_type_is_org,4,56,0.25,0.25,0.0
F2_crypto_trading_bot,very_short_activity_window_flag,4,56,0.5,0.5,0.0
F2_crypto_trading_bot,visibility_is_public,4,56,1.0,1.0,0.0
F2_crypto_trading_bot,vyper_file_count,4,56,0.0,0.0,0.0
F2_crypto_trading_bot,wallet_frontend_risk_combo_flag,4,56,0.5,0.5,0.0
F3_web3_platform_app,allow_forking,8,52,1.0,1.0,0.0
F3_web3_platform_app,binary_download_lure_combo_flag,8,52,0.0,0.0,0.0
F3_web3_platform_app,desc_unique_domain_count,8,52,0.0,0.0,0.0
F3_web3_platform_app,desc_url_count,8,52,0.0,0.0,0.0
F3_web3_platform_app,description_has_block_explorer_link,8,52,0.0,0.0,0.0
F3_web3_platform_app,description_has_blockchain_keyword,8,52,0.0,0.0,0.0
F3_web3_platform_app,description_has_contract_address,8,52,0.0,0.0,0.0
F3_web3_platform_app,description_has_download_lure_keyword,8,52,0.0,0.0,0.0
F3_web3_platform_app,description_has_risky_keyword,8,52,0.0,0.0,0.0
F3_web3_platform_app,explorer_domain_count,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_archive_files,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_brownie_config,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_cargo_toml,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_ci_workflows,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_contracts_dir,8,52,0.5,0.5,0.0
F3_web3_platform_app,has_discussions_enabled,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_downloads_enabled,8,52,1.0,1.0,0.0
F3_web3_platform_app,has_foundry_toml,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_frontend_dir,8,52,1.0,1.0,0.0
F3_web3_platform_app,has_go_mod,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_issues_enabled,8,52,0.75,0.75,0.0
F3_web3_platform_app,has_migrations_dir,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_package_json,8,52,1.0,1.0,0.0
F3_web3_platform_app,has_pages_enabled,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_projects_enabled,8,52,1.0,1.0,0.0
F3_web3_platform_app,has_readme_file,8,52,1.0,1.0,0.0
F3_web3_platform_app,has_remix_config,8,52,0.0,0.0,0.0
F3_web3_platform_app,has_twitter,8,52,0.25,0.25,0.0
F3_web3_platform_app,homepage_domain_in_description,8,52,0.0,0.0,0.0
F3_web3_platform_app,homepage_domain_in_external_domains,8,52,0.0,0.0,0.0
F3_web3_platform_app,homepage_domain_in_readme,8,52,0.0,0.0,0.0
F3_web3_platform_app,is_recent_repo_flag,8,52,0.0,0.0,0.0
F3_web3_platform_app,is_template_repo,8,52,0.0,0.0,0.0
F3_web3_platform_app,is_user_deleted,8,52,0.0,0.0,0.0
F3_web3_platform_app,move_file_count,8,52,0.0,0.0,0.0
F3_web3_platform_app,primary_language_is_go,8,52,0.0,0.0,0.0
F3_web3_platform_app,primary_language_is_python,8,52,0.0,0.0,0.0
F3_web3_platform_app,primary_language_is_rust,8,52,0.0,0.0,0.0
F3_web3_platform_app,primary_language_is_solidity,8,52,0.0,0.0,0.0
F3_web3_platform_app,readme_has_airdrop_claim_keywords,8,52,0.25,0.25,0.0
F3_web3_platform_app,readme_has_approve_keywords,8,52,0.0,0.0,0.0
F3_web3_platform_app,readme_has_badge,8,52,0.0,0.0,0.0
F3_web3_platform_app,readme_has_block_explorer_link,8,52,0.0,0.0,0.0
F3_web3_platform_app,readme_has_contract_address,8,52,0.0,0.0,0.0
F3_web3_platform_app,readme_has_sensitive_request_keywords,8,52,0.0,0.0,0.0
F3_web3_platform_app,readme_has_wallet_connect_keywords,8,52,0.5,0.5,0.0
F3_web3_platform_app,repo_archived,8,52,0.0,0.0,0.0
F3_web3_platform_app,repo_disabled,8,52,0.0,0.0,0.0
F3_web3_platform_app,repo_name_has_brand_keyword,8,52,0.0,0.0,0.0
F3_web3_platform_app,token_standard_keyword_count,8,52,0.0,0.0,0.0
F3_web3_platform_app,topic_has_blockchain_keyword,8,52,0.0,0.0,0.0
F3_web3_platform_app,user_blog_domain_in_external_domains,8,52,0.0,0.0,0.0
F3_web3_platform_app,user_blog_matches_homepage_domain,8,52,0.0,0.0,0.0
F3_web3_platform_app,very_short_activity_window_flag,8,52,0.75,0.75,0.0
F3_web3_platform_app,visibility_is_public,8,52,1.0,1.0,0.0
F3_web3_platform_app,vyper_file_count,8,52,0.0,0.0,0.0
F4_security_osint_cve,allow_forking,5,55,1.0,1.0,0.0
F4_security_osint_cve,binary_download_lure_combo_flag,5,55,0.2,0.2,0.0
F4_security_osint_cve,default_branch_is_main,5,55,0.8,0.8,0.0
F4_security_osint_cve,default_branch_is_master,5,55,0.2,0.2,0.0
F4_security_osint_cve,desc_unique_domain_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,desc_url_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,description_has_block_explorer_link,5,55,0.0,0.0,0.0
F4_security_osint_cve,description_has_blockchain_keyword,5,55,0.0,0.0,0.0
F4_security_osint_cve,description_has_contract_address,5,55,0.0,0.0,0.0
F4_security_osint_cve,description_has_download_lure_keyword,5,55,0.0,0.0,0.0
F4_security_osint_cve,description_has_risky_keyword,5,55,0.0,0.0,0.0
F4_security_osint_cve,explorer_domain_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,framework_hint_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,frontend_contract_combo_flag,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_archive_files,5,55,0.2,0.2,0.0
F4_security_osint_cve,has_brownie_config,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_cargo_toml,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_ci_workflows,5,55,0.2,0.2,0.0
F4_security_osint_cve,has_contracts_dir,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_deploy_dir,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_discussions_enabled,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_docs_dir,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_downloads_enabled,5,55,1.0,1.0,0.0
F4_security_osint_cve,has_email,5,55,0.6,0.6,0.0
F4_security_osint_cve,has_env_file,5,55,0.2,0.2,0.0
F4_security_osint_cve,has_executable_files,5,55,0.6,0.6,0.0
F4_security_osint_cve,has_foundry_toml,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_frontend_dir,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_go_mod,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_hardhat_config,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_homepage,5,55,0.2,0.2,0.0
F4_security_osint_cve,has_issues_enabled,5,55,0.4,0.4,0.0
F4_security_osint_cve,has_license_file,5,55,0.4,0.4,0.0
F4_security_osint_cve,has_license_meta,5,55,0.4,0.4,0.0
F4_security_osint_cve,has_migrations_dir,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_package_json,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_package_lock_json,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_pages_enabled,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_pnpm_lock,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_projects_enabled,5,55,1.0,1.0,0.0
F4_security_osint_cve,has_readme_file,5,55,1.0,1.0,0.0
F4_security_osint_cve,has_remix_config,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_test_dir,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_truffle_config,5,55,0.0,0.0,0.0
F4_security_osint_cve,has_twitter,5,55,0.2,0.2,0.0
F4_security_osint_cve,has_wiki_enabled,5,55,0.6,0.6,0.0
F4_security_osint_cve,has_yarn_lock,5,55,0.0,0.0,0.0
F4_security_osint_cve,homepage_domain_in_description,5,55,0.0,0.0,0.0
F4_security_osint_cve,homepage_domain_in_external_domains,5,55,0.0,0.0,0.0
F4_security_osint_cve,homepage_domain_in_readme,5,55,0.0,0.0,0.0
F4_security_osint_cve,is_hireable,5,55,0.0,0.0,0.0
F4_security_osint_cve,is_recent_repo_flag,5,55,0.0,0.0,0.0
F4_security_osint_cve,is_template_repo,5,55,0.0,0.0,0.0
F4_security_osint_cve,is_user_deleted,5,55,0.0,0.0,0.0
F4_security_osint_cve,move_file_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,primary_language_is_go,5,55,0.0,0.0,0.0
F4_security_osint_cve,primary_language_is_javascript,5,55,0.0,0.0,0.0
F4_security_osint_cve,primary_language_is_python,5,55,0.4,0.4,0.0
F4_security_osint_cve,primary_language_is_rust,5,55,0.0,0.0,0.0
F4_security_osint_cve,primary_language_is_solidity,5,55,0.0,0.0,0.0
F4_security_osint_cve,primary_language_is_typescript,5,55,0.0,0.0,0.0
F4_security_osint_cve,readme_has_airdrop_claim_keywords,5,55,0.4,0.4,0.0
F4_security_osint_cve,readme_has_approve_keywords,5,55,0.0,0.0,0.0
F4_security_osint_cve,readme_has_badge,5,55,0.4,0.4,0.0
F4_security_osint_cve,readme_has_block_explorer_link,5,55,0.0,0.0,0.0
F4_security_osint_cve,readme_has_contract_address,5,55,0.0,0.0,0.0
F4_security_osint_cve,readme_has_install_run_commands,5,55,0.0,0.0,0.0
F4_security_osint_cve,readme_has_sensitive_request_keywords,5,55,0.2,0.2,0.0
F4_security_osint_cve,readme_has_wallet_connect_keywords,5,55,0.0,0.0,0.0
F4_security_osint_cve,repo_archived,5,55,0.0,0.0,0.0
F4_security_osint_cve,repo_disabled,5,55,0.0,0.0,0.0
F4_security_osint_cve,repo_is_fork,5,55,0.6,0.6,0.0
F4_security_osint_cve,repo_name_has_blockchain_keyword,5,55,0.0,0.0,0.0
F4_security_osint_cve,repo_name_has_brand_keyword,5,55,0.0,0.0,0.0
F4_security_osint_cve,token_standard_keyword_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,topic_has_blockchain_keyword,5,55,0.0,0.0,0.0
F4_security_osint_cve,user_blog_domain_in_external_domains,5,55,0.0,0.0,0.0
F4_security_osint_cve,user_blog_matches_homepage_domain,5,55,0.0,0.0,0.0
F4_security_osint_cve,user_type_is_org,5,55,0.0,0.0,0.0
F4_security_osint_cve,very_short_activity_window_flag,5,55,0.6,0.6,0.0
F4_security_osint_cve,visibility_is_public,5,55,1.0,1.0,0.0
F4_security_osint_cve,vyper_file_count,5,55,0.0,0.0,0.0
F4_security_osint_cve,wallet_frontend_risk_combo_flag,5,55,0.0,0.0,0.0
F5_ai_media_demo,allow_forking,4,56,1.0,1.0,0.0
F5_ai_media_demo,binary_download_lure_combo_flag,4,56,0.25,0.25,0.0
F5_ai_media_demo,default_branch_is_main,4,56,0.75,0.75,0.0
F5_ai_media_demo,default_branch_is_master,4,56,0.25,0.25,0.0
F5_ai_media_demo,desc_unique_domain_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,desc_url_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,description_has_block_explorer_link,4,56,0.0,0.0,0.0
F5_ai_media_demo,description_has_blockchain_keyword,4,56,0.25,0.25,0.0
F5_ai_media_demo,description_has_contract_address,4,56,0.0,0.0,0.0
F5_ai_media_demo,description_has_download_lure_keyword,4,56,0.0,0.0,0.0
F5_ai_media_demo,description_has_risky_keyword,4,56,0.0,0.0,0.0
F5_ai_media_demo,explorer_domain_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,framework_hint_count,4,56,0.0,0.0,0.0
F5_ai_media_demo,frontend_contract_combo_flag,4,56,0.0,0.0,0.0
F5_ai_media_demo,has_archive_files,4,56,0.0,0.0,0.0
F5_ai_media_demo,has_brownie_config,4,56,0.0,0.0,0.0
F5_ai_media_demo,has_cargo_toml,4,56,0.0,0.0,0.0
F5_ai_media_demo,has_ci_workflows,4,56,0.0,0.0,0.0
F5_ai_media_demo,has_contracts_dir,4,56,0.0,0.0,0.0
F5_ai_media_demo,has_deploy_dir,4,56,0.25,0.25,0.0
F5_ai_media_demo,has_discussions_enabled,4,56,0.0,0.0,0.0
