synthetic_row_id,family_label,source_match_mode,source_row_id,source_raw_file_name,source_repo_full_name,cosine_similarity
125,F4_security_osint_cve,source_raw_file_name,44,Zeeeepa__spyder-osint2.json,Zeeeepa/spyder-osint2,0.9941818657156578
126,F4_security_osint_cve,source_raw_file_name,5,adminlove520__VulnWatchDog.json,adminlove520/VulnWatchDog,1.0000000000000004
127,F4_security_osint_cve,source_raw_file_name,30,nocomp__poc-CVE-2001-1473.json,nocomp/poc-CVE-2001-1473,0.9875755902749761
128,F4_security_osint_cve,source_raw_file_name,37,themaxlpalfaboy__CVE-2025-54897-LAB.json,themaxlpalfaboy/CVE-2025-54897-LAB,0.9997974412417557
129,F4_security_osint_cve,source_raw_file_name,43,Zeeeepa__spyder-osint.json,Zeeeepa/spyder-osint,0.9996392269692776
130,F4_security_osint_cve,source_raw_file_name,44,Zeeeepa__spyder-osint2.json,Zeeeepa/spyder-osint2,0.9941818657156578
131,F4_security_osint_cve,source_raw_file_name,5,adminlove520__VulnWatchDog.json,adminlove520/VulnWatchDog,1.0000000000000004
132,F4_security_osint_cve,source_raw_file_name,30,nocomp__poc-CVE-2001-1473.json,nocomp/poc-CVE-2001-1473,0.9984404362158309
133,F4_security_osint_cve,source_raw_file_name,37,themaxlpalfaboy__CVE-2025-54897-LAB.json,themaxlpalfaboy/CVE-2025-54897-LAB,0.9997974412417557
134,F4_security_osint_cve,source_raw_file_name,43,Zeeeepa__spyder-osint.json,Zeeeepa/spyder-osint,0.9975676043061595
135,F4_security_osint_cve,source_raw_file_name,44,Zeeeepa__spyder-osint2.json,Zeeeepa/spyder-osint2,0.9992767996354912
136,F3_web3_platform_app,source_raw_file_name,7,arliawhite__rentverse.json,arliawhite/rentverse,0.9999999999999999
137,F3_web3_platform_app,source_raw_file_name,10,clixlogix__blockchain-dev.json,clixlogix/blockchain-dev,1.0
138,F3_web3_platform_app,source_raw_file_name,21,knightsdex__knightsbridge-dex.json,knightsdex/knightsbridge-dex,0.9390126433255702
139,F3_web3_platform_app,source_raw_file_name,26,MentarisHub121__TokenPresaleApp.json,MentarisHub121/TokenPresaleApp,0.9998589121529806
140,F3_web3_platform_app,source_raw_file_name,28,mirzamudassir__blocknovas-nyx-public.json,mirzamudassir/blocknovas-nyx-public,0.9918775564058044
141,F3_web3_platform_app,source_raw_file_name,35,SuperDev313__Trading_Platform_Ultrax.json,SuperDev313/Trading_Platform_Ultrax,1.0
142,F3_web3_platform_app,source_raw_file_name,36,ta3pks__Decentralized-Social.json,ta3pks/Decentralized-Social,1.0000000000000002
143,F3_web3_platform_app,source_raw_file_name,41,xorostar__blocknovas-llc-currency-converter-task.json,xorostar/blocknovas-llc-currency-converter-task,1.0000000000000033
144,F3_web3_platform_app,source_raw_file_name,7,arliawhite__rentverse.json,arliawhite/rentverse,0.9999999999999999
145,F3_web3_platform_app,source_raw_file_name,10,clixlogix__blockchain-dev.json,clixlogix/blockchain-dev,1.0
146,F3_web3_platform_app,source_raw_file_name,21,knightsdex__knightsbridge-dex.json,knightsdex/knightsbridge-dex,0.9390126433255702
147,F3_web3_platform_app,source_raw_file_name,26,MentarisHub121__TokenPresaleApp.json,MentarisHub121/TokenPresaleApp,0.9998589121529806
148,F3_web3_platform_app,source_raw_file_name,28,mirzamudassir__blocknovas-nyx-public.json,mirzamudassir/blocknovas-nyx-public,0.9918775564058044
149,F3_web3_platform_app,source_raw_file_name,35,SuperDev313__Trading_Platform_Ultrax.json,SuperDev313/Trading_Platform_Ultrax,1.0
150,F3_web3_platform_app,source_raw_file_name,36,ta3pks__Decentralized-Social.json,ta3pks/Decentralized-Social,1.0000000000000002
151,F3_web3_platform_app,source_raw_file_name,41,xorostar__blocknovas-llc-currency-converter-task.json,xorostar/blocknovas-llc-currency-converter-task,0.9940706062615584
152,F3_web3_platform_app,source_raw_file_name,7,arliawhite__rentverse.json,arliawhite/rentverse,0.9999999999999999
153,F3_web3_platform_app,source_raw_file_name,10,clixlogix__blockchain-dev.json,clixlogix/blockchain-dev,1.0
154,F3_web3_platform_app,source_raw_file_name,21,knightsdex__knightsbridge-dex.json,knightsdex/knightsbridge-dex,1.0
155,F3_web3_platform_app,source_raw_file_name,26,MentarisHub121__TokenPresaleApp.json,MentarisHub121/TokenPresaleApp,0.9708593172391926
156,F3_web3_platform_app,source_raw_file_name,28,mirzamudassir__blocknovas-nyx-public.json,mirzamudassir/blocknovas-nyx-public,1.0000000000000033
157,F3_web3_platform_app,source_raw_file_name,35,SuperDev313__Trading_Platform_Ultrax.json,SuperDev313/Trading_Platform_Ultrax,1.0
158,F3_web3_platform_app,source_raw_file_name,36,ta3pks__Decentralized-Social.json,ta3pks/Decentralized-Social,0.959094161598466
159,F3_web3_platform_app,source_raw_file_name,41,xorostar__blocknovas-llc-currency-converter-task.json,xorostar/blocknovas-llc-currency-converter-task,0.9918775564058044
160,F3_web3_platform_app,source_raw_file_name,7,arliawhite__rentverse.json,arliawhite/rentverse,0.9999999999999999
161,F3_web3_platform_app,source_raw_file_name,10,clixlogix__blockchain-dev.json,clixlogix/blockchain-dev,1.0
162,F3_web3_platform_app,source_raw_file_name,21,knightsdex__knightsbridge-dex.json,knightsdex/knightsbridge-dex,1.0
163,F3_web3_platform_app,source_raw_file_name,26,MentarisHub121__TokenPresaleApp.json,MentarisHub121/TokenPresaleApp,0.9775617255044118
164,F3_web3_platform_app,source_raw_file_name,28,mirzamudassir__blocknovas-nyx-public.json,mirzamudassir/blocknovas-nyx-public,1.0000000000000033
165,F3_web3_platform_app,source_raw_file_name,35,SuperDev313__Trading_Platform_Ultrax.json,SuperDev313/Trading_Platform_Ultrax,1.0
166,F3_web3_platform_app,source_raw_file_name,36,ta3pks__Decentralized-Social.json,ta3pks/Decentralized-Social,1.0000000000000002
167,F3_web3_platform_app,source_raw_file_name,41,xorostar__blocknovas-llc-currency-converter-task.json,xorostar/blocknovas-llc-currency-converter-task,0.9940706062615584
168,F3_web3_platform_app,source_raw_file_name,7,arliawhite__rentverse.json,arliawhite/rentverse,0.9999999999999999
169,F3_web3_platform_app,source_raw_file_name,10,clixlogix__blockchain-dev.json,clixlogix/blockchain-dev,1.0
170,F3_web3_platform_app,source_raw_file_name,21,knightsdex__knightsbridge-dex.json,knightsdex/knightsbridge-dex,0.9789682020625253
171,F3_web3_platform_app,source_raw_file_name,26,MentarisHub121__TokenPresaleApp.json,MentarisHub121/TokenPresaleApp,0.9998589121529806
172,F3_web3_platform_app,source_raw_file_name,28,mirzamudassir__blocknovas-nyx-public.json,mirzamudassir/blocknovas-nyx-public,0.9805345972977938
173,F3_web3_platform_app,source_raw_file_name,35,SuperDev313__Trading_Platform_Ultrax.json,SuperDev313/Trading_Platform_Ultrax,1.0
174,F3_web3_platform_app,source_raw_file_name,36,ta3pks__Decentralized-Social.json,ta3pks/Decentralized-Social,1.0000000000000002
175,F3_web3_platform_app,source_raw_file_name,41,xorostar__blocknovas-llc-currency-converter-task.json,xorostar/blocknovas-llc-currency-converter-task,1.0000000000000033
176,F3_web3_platform_app,source_raw_file_name,7,arliawhite__rentverse.json,arliawhite/rentverse,0.9999999999999999
177,F3_web3_platform_app,source_raw_file_name,10,clixlogix__blockchain-dev.json,clixlogix/blockchain-dev,1.0
178,F3_web3_platform_app,source_raw_file_name,21,knightsdex__knightsbridge-dex.json,knightsdex/knightsbridge-dex,1.0
179,F3_web3_platform_app,source_raw_file_name,26,MentarisHub121__TokenPresaleApp.json,MentarisHub121/TokenPresaleApp,0.9775617255044118
180,F3_web3_platform_app,source_raw_file_name,28,mirzamudassir__blocknovas-nyx-public.json,mirzamudassir/blocknovas-nyx-public,1.0000000000000033
181,F3_web3_platform_app,source_raw_file_name,35,SuperDev313__Trading_Platform_Ultrax.json,SuperDev313/Trading_Platform_Ultrax,1.0
182,F3_web3_platform_app,source_raw_file_name,36,ta3pks__Decentralized-Social.json,ta3pks/Decentralized-Social,1.0000000000000002
183,F3_web3_platform_app,source_raw_file_name,41,xorostar__blocknovas-llc-currency-converter-task.json,xorostar/blocknovas-llc-currency-converter-task,0.9805345972977938
184,F3_web3_platform_app,source_raw_file_name,7,arliawhite__rentverse.json,arliawhite/rentverse,0.9725088116175514
185,F3_web3_platform_app,source_raw_file_name,10,clixlogix__blockchain-dev.json,clixlogix/blockchain-dev,1.0
186,F3_web3_platform_app,source_raw_file_name,21,knightsdex__knightsbridge-dex.json,knightsdex/knightsbridge-dex,1.0
187,F3_web3_platform_app,source_raw_file_name,26,MentarisHub121__TokenPresaleApp.json,MentarisHub121/TokenPresaleApp,0.9324969577243789
188,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9937109527098104
189,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9948060391652795
190,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
191,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9622178387462299
192,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9937109527098104
193,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9871071019145232
194,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
195,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9583346213175877
196,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9934530714214546
197,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9871071019145232
198,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
199,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9651943313871727
200,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9956778798094149
201,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9847722038952054
202,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
203,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9660584283084492
204,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9934530714214546
205,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9847722038952054
206,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
207,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.971696890530241
208,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9934530714214546
209,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9871071019145232
210,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
211,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9628204822560121
212,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9937109527098104
213,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9871071019145232
214,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
215,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9612625509829524
216,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9956778798094149
217,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9847722038952054
218,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
219,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.962166990771768
220,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9937109527098104
221,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9948060391652795
222,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
223,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9660584283084492
224,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9934530714214546
225,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9871071019145232
226,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
227,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9675802630187817
228,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9937109527098104
229,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9948060391652795
230,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
231,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9716314334154647
232,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9937109527098104
233,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9871071019145232
234,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
