feature,importance
move_file_count,0.0
max_path_depth,0.0
repo_disabled,0.0
repo_archived,0.0
readme_url_count,0.0
readme_raw_len,0.0
readme_has_wallet_connect_keywords,0.0
readme_has_sensitive_request_keywords,0.0
readme_has_install_run_commands,0.0
readme_has_contract_address,0.0
readme_has_block_explorer_link,0.0
readme_has_badge,0.0
readme_has_approve_keywords,0.0
readme_has_airdrop_claim_keywords,0.0
text_for_tfidf_raw_len.1,0.0
text_for_tfidf_clean_len.1,0.0
test_related_file_count,0.0
is_template_repo,0.0
is_stale_repo_flag,0.0
is_recent_repo_flag,0.0
is_hireable,0.0
homepage_domain_in_readme,0.0
homepage_domain_in_external_domains,0.0
homepage_domain_in_description,0.0
hidden_file_ratio,0.0
hidden_file_count,0.0
has_yarn_lock,0.0
has_wiki_enabled,0.0
has_twitter,0.0
readme_clean_len,0.0
python_file_count,0.0
public_repos_count,0.0
public_gists_count,0.0
stargazers_count,0.0
solidity_file_count,0.0
rust_file_count,0.0
risky_keyword_count,0.0
risk_filename_count,0.0
repo_name_has_brand_keyword,0.0
user_profile_update_span_days,0.0
user_profile_completeness,0.0
user_name_matches_login,0.0
user_login_length,0.0
user_login_entropy,0.0
user_blog_matches_homepage_domain,0.0
user_blog_domain_in_external_domains,0.0
topics_raw_len,0.0
tfidf_aux::use,0.0
top_level_dir_count,0.0
token_standard_keyword_count,0.0
tfidf_readme::addresses,0.0
tfidf_readme::address,0.0
tfidf_readme::add,0.0
tfidf_readme::accounts,0.0
tfidf_readme::access,0.0
watch_to_star_ratio,0.0
wallet_keyword_count,0.0
wallet_frontend_risk_combo_flag,0.0
vyper_file_count,0.0
visibility_is_public,0.0
very_short_activity_window_flag,0.0
user_type_is_org,0.0
tfidf_readme::balance,0.0
tfidf_readme::backend,0.0
tfidf_readme::await,0.0
tfidf_readme::available,0.0
tfidf_readme::automatically,0.0
tfidf_readme::audit,0.0
tfidf_readme::assets,0.0
tfidf_readme::application,0.0
tfidf_readme::api,0.0
tfidf_readme::analytics,0.0
tfidf_readme::analysis,0.0
tfidf_readme::allows,0.0
tfidf_readme::ai,0.0
tfidf_readme::bytes,0.0
tfidf_readme::built,0.0
tfidf_readme::building,0.0
tfidf_readme::build,0.0
tfidf_readme::browser,0.0
tfidf_readme::block,0.0
tfidf_readme::bitcoin,0.0
tfidf_readme::best,0.0
tfidf_readme::basic,0.0
tfidf_readme::bash,0.0
tfidf_readme::based,0.0
tfidf_readme::base,0.0
tfidf_readme::components,0.0
tfidf_readme::complete,0.0
tfidf_readme::compile,0.0
tfidf_readme::community,0.0
tfidf_readme::command,0.0
tfidf_readme::coin,0.0
tfidf_readme::clone,0.0
tfidf_readme::client,0.0
tfidf_readme::click,0.0
tfidf_readme::cli,0.0
tfidf_readme::changes,0.0
tfidf_readme::chain,0.0
tfidf_readme::cache,0.0
tfidf_readme::created,0.0
tfidf_readme::create,0.0
tfidf_readme::coverage,0.0
tfidf_readme::core,0.0
tfidf_readme::copy,0.0
tfidf_readme::contributing,0.0
tfidf_readme::content,0.0
tfidf_readme::contains,0.0
tfidf_readme::const,0.0
tfidf_readme::connect,0.0
tfidf_readme::configuration,0.0
tfidf_readme::config,0.0
tfidf_readme::comprehensive,0.0
tfidf_readme::description,0.0
tfidf_readme::deployment,0.0
tfidf_readme::deployed,0.0
tfidf_readme::deploy,0.0
has_projects_enabled,0.0
has_pnpm_lock,0.0
has_pages_enabled,0.0
has_package_lock_json,0.0
has_package_json,0.0
has_migrations_dir,0.0
has_license_meta,0.0
has_license_file,0.0
has_issues_enabled,0.0
has_homepage,0.0
has_hardhat_config,0.0
has_go_mod,0.0
large_file_count_ge_1mb,0.0
issues_to_star_ratio,0.0
is_user_deleted,0.0
tfidf_readme::defi,0.0
tfidf_readme::decentralized,0.0
tfidf_readme::database,0.0
tfidf_readme::dapp,0.0
tfidf_readme::custom,0.0
tfidf_readme::current,0.0
tfidf_readme::cryptocurrency,0.0
tfidf_readme::crypto,0.0
tfidf_readme::e.g,0.0
tfidf_readme::download,0.0
tfidf_readme::does,0.0
tfidf_readme::documentation,0.0
tfidf_readme::docs,0.0
tfidf_readme::docker,0.0
tfidf_readme::directory,0.0
tfidf_readme::digital,0.0
tfidf_readme::development,0.0
tfidf_readme::developers,0.0
tfidf_readme::dev,0.0
tfidf_readme::detailed,0.0
tfidf_readme::execute,0.0
tfidf_readme::exchange,0.0
tfidf_readme::examples,0.0
tfidf_readme::example,0.0
tfidf_readme::events,0.0
tfidf_readme::event,0.0
tfidf_readme::eth,0.0
tfidf_readme::error,0.0
tfidf_readme::erc20,0.0
tfidf_readme::environment,0.0
tfidf_readme::ensure,0.0
tfidf_readme::endpoint,0.0
tfidf_readme::end,0.0
tfidf_readme::following,0.0
tfidf_readme::follow,0.0
tfidf_readme::folder,0.0
tfidf_readme::financial,0.0
tfidf_readme::files,0.0
tfidf_readme::file,0.0
tfidf_readme::fees,0.0
tfidf_readme::fee,0.0
tfidf_readme::false,0.0
tfidf_readme::external,0.0
tfidf_readme::export,0.0
tfidf_readme::execution,0.0
tfidf_readme::hash,0.0
tfidf_readme::hardhat,0.0
tfidf_readme::guide,0.0
tfidf_readme::git,0.0
tfidf_readme::getting,0.0
tfidf_readme::generation,0.0
tfidf_readme::generate,0.0
tfidf_readme::gas,0.0
tfidf_readme::future,0.0
tfidf_readme::funds,0.0
tfidf_readme::functions,0.0
tfidf_readme::function,0.0
tfidf_readme::frontend,0.0
tfidf_readme::free,0.0
tfidf_readme::framework,0.0
tfidf_readme::format,0.0
tfidf_readme::integration,0.0
tfidf_readme::instructions,0.0
tfidf_readme::installed,0.0
tfidf_readme::installation,0.0
tfidf_readme::input,0.0
tfidf_readme::information,0.0
tfidf_readme::info,0.0
tfidf_readme::including,0.0
tfidf_readme::important,0.0
tfidf_readme::import,0.0
tfidf_readme::image,0.0
tfidf_readme::id,0.0
tfidf_readme::history,0.0
tfidf_readme::help,0.0
tfidf_readme::library,0.0
tfidf_readme::level,0.0
tfidf_readme::learn,0.0
tfidf_readme::layer,0.0
tfidf_readme::latest,0.0
tfidf_readme::language,0.0
tfidf_readme::keys,0.0
tfidf_readme::just,0.0
tfidf_readme::json,0.0
tfidf_readme::javascript,0.0
tfidf_readme::issues,0.0
tfidf_readme::issue,0.0
tfidf_readme::management,0.0
tfidf_readme::mainnet,0.0
tfidf_readme::main,0.0
tfidf_readme::machine,0.0
tfidf_readme::logic,0.0
tfidf_readme::log,0.0
tfidf_readme::list,0.0
tfidf_readme::link,0.0
tfidf_readme::limit,0.0
tfidf_readme::like,0.0
tfidf_readme::license,0.0
tfidf_readme::monitoring,0.0
tfidf_readme::model,0.0
tfidf_readme::mode,0.0
tfidf_readme::mnemonic,0.0
tfidf_readme::mmdrza.com,0.0
tfidf_readme::mit,0.0
tfidf_readme::mint,0.0
tfidf_readme::metrics,0.0
tfidf_readme::metamask,0.0
tfidf_readme::metadata,0.0
tfidf_readme::message,0.0
tfidf_readme::memory,0.0
tfidf_readme::maximum,0.0
tfidf_readme::on-chain,0.0
tfidf_readme::number,0.0
tfidf_readme::npx,0.0
has_downloads_enabled,0.0
has_docs_dir,0.0
has_discussions_enabled,0.0
has_deploy_dir,0.0
has_contracts_dir,0.0
has_ci_workflows,0.0
has_cargo_toml,0.0
has_brownie_config,0.0
has_archive_files,0.0
go_file_count,0.0
frontend_contract_combo_flag,0.0
has_truffle_config,0.0
has_test_dir,0.0
has_remix_config,0.0
has_readme_file,0.0
tfidf_readme::npm,0.0
tfidf_readme::note,0.0
tfidf_readme::node.js,0.0
tfidf_readme::node,0.0
tfidf_readme::nfts,0.0
tfidf_readme::nft,0.0
tfidf_readme::next.js,0.0
tfidf_readme::network,0.0
tfidf_readme::need,0.0
tfidf_readme::multiple,0.0
tfidf_readme::performance,0.0
tfidf_readme::payment,0.0
tfidf_readme::path,0.0
tfidf_readme::parameters,0.0
tfidf_readme::packages,0.0
tfidf_readme::package,0.0
tfidf_readme::owner,0.0
tfidf_readme::output,0.0
tfidf_readme::implementation,0.0
tfidf_readme::options,0.0
tfidf_readme::optional,0.0
tfidf_readme::operations,0.0
tfidf_readme::provide,0.0
tfidf_readme::proof,0.0
tfidf_readme::projects,0.0
tfidf_readme::production,0.0
tfidf_readme::process,0.0
tfidf_aux::transaction,0.0
tfidf_readme::price,0.0
tfidf_readme::possible,0.0
tfidf_aux::security,0.0
tfidf_readme::portfolio,0.0
tfidf_readme::port,0.0
tfidf_aux::simple,0.0
tfidf_aux::web3js,0.0
tfidf_readme::reputation,0.0
tfidf_readme::report,0.0
tfidf_readme::release,0.0
tfidf_readme::real-time,0.0
tfidf_readme::read,0.0
tfidf_readme::react,0.0
tfidf_readme::rate,0.0
tfidf_readme::quote,0.0
tfidf_readme::quick,0.0
tfidf_readme::python,0.0
tfidf_readme::pull,0.0
tfidf_readme::public,0.0
tfidf_readme::provides,0.0
archive_file_count,0.0
avg_path_depth,0.0
tfidf_readme::secure,0.0
tfidf_readme::sdk,0.0
tfidf_readme::scripts,0.0
tfidf_readme::script,0.0
tfidf_readme::running,0.0
binary_download_lure_combo_flag,0.0
tfidf_readme::rpc,0.0
tfidf_readme::risk,0.0
tfidf_readme::returns,0.0
tfidf_readme::return,0.0
tfidf_readme::result,0.0
tfidf_readme::research,0.0
tfidf_readme::requirements,0.0
tfidf_readme::required,0.0
tfidf_readme::requests,0.0
tfidf_readme::size,0.0
tfidf_readme::simple,0.0
tfidf_readme::signature,0.0
combined_clean_len,0.0
tfidf_readme::shell,0.0
tfidf_readme::sh,0.0
tfidf_readme::setup,0.0
tfidf_aux::solidity-contracts,0.0
description_has_risky_keyword,0.0
tfidf_readme::services,0.0
tfidf_readme::service,0.0
raw_file_name,0.0
tfidf_readme::send,0.0
tfidf_readme::security,0.0
tfidf_readme::status,0.0
tfidf_readme::state,0.0
tfidf_readme::started,0.0
tfidf_readme::standard,0.0
tfidf_aux::web3,0.0
tfidf_readme::src,0.0
tfidf_aux::web,0.0
tfidf_readme::specific,0.0
tfidf_readme::solidity,0.0
tfidf_readme::solana,0.0
tfidf_readme::sol,0.0
tfidf_readme::software,0.0
tfidf_readme::social,0.0
description_has_block_explorer_link,0.0
tfidf_readme::testnet,0.0
description_clean_len,0.0
tfidf_readme::terminal,0.0
followers_count,0.0
follower_to_following_ratio,0.0
file_extension_diversity,0.0
external_domains_with_age_count,0.0
external_domains_average_age,0.0
explorer_domain_count,0.0
executable_file_count,0.0
tfidf_readme::order,0.0
download_lure_keyword_count,0.0
docs_related_file_count,0.0
description_raw_len,0.0
has_frontend_dir,0.0
has_foundry_toml,0.0
has_executable_files,0.0
desc_url_count,0.0
tfidf_readme::technical,0.0
tfidf_readme::swap,0.0
desc_unique_domain_count,0.0
deploy_related_file_count,0.0
tfidf_readme::subgraph,0.0
tfidf_readme::style,0.0
tfidf_readme::string,0.0
tfidf_readme::strategy,0.0
tfidf_readme::storage,0.0
tfidf_readme::truffle,0.0
tfidf_readme::transfer,0.0
tfidf_readme::transaction,0.0
default_branch_is_master,0.0
tfidf_readme::tracking,0.0
default_branch_is_main,0.0
tfidf_readme::tools,0.0
tfidf_readme::tool,0.0
contract_test_ratio,0.0
tfidf_readme::token,0.0
tfidf_readme::time,0.0
tfidf_readme::text,0.0
tfidf_readme::tests,0.0
tfidf_readme::uses,0.0
tfidf_readme::users,0.0
tfidf_readme::user,0.0
tfidf_readme::used,0.0
tfidf_readme::usdc,0.0
text_for_tfidf_clean_len,0.0
tfidf_readme::url,0.0
tfidf_readme::update,0.0
text_for_tfidf_raw_len,0.0
tfidf_readme::uniswap,0.0
tfidf_readme::uint256,0.0
tfidf_readme::ui,0.0
tfidf_readme::typescript,0.0
tfidf_readme::trust,0.0
tfidf_readme::web,0.0
tfidf_readme::way,0.0
tfidf_aux::truffle,0.0
tfidf_readme::wallets,0.0
tfidf_readme::vs,0.0
tfidf_readme::view,0.0
tfidf_readme::verify,0.0
tfidf_readme::verification,0.0
tfidf_readme::variables,0.0
tfidf_readme::variable,0.0
tfidf_readme::values,0.0
tfidf_readme::value,0.0
tfidf_readme::validation,0.0
tfidf_aux::transactions,0.0
tfidf_aux::api,0.0
tfidf_aux::android,0.0
tfidf_aux::analysis,0.0
tfidf_aux::allows,0.0
tfidf_aux::ai,0.0
tfidf_aux::address,0.0
tfidf_aux::add,0.0
tfidf_aux::access,0.0
tfidf_readme::yarn,0.0
tfidf_readme::wsol,0.0
tfidf_readme::work,0.0
tfidf_readme::windows,0.0
tfidf_readme::whale,0.0
tfidf_readme::welcome,0.0
tfidf_readme::websocket,0.0
tfidf_readme::web3,0.0
tfidf_aux::blockchain defi,0.0
tfidf_aux::blockchain dapp,0.0
tfidf_aux::blockchain cryptocurrency,0.0
tfidf_aux::blockchain crypto,0.0
tfidf_aux::bitcoin-wallet,0.0
tfidf_aux::bitcoin ethereum,0.0
tfidf_aux::bitcoin blockchain,0.0
tfidf_aux::bitcoin,0.0
tfidf_aux::binance,0.0
tfidf_aux::typescript,0.0
tfidf_aux::automated,0.0
tfidf_aux::assets,0.0
tfidf_aux::arbitrage,0.0
tfidf_aux::application,0.0
tfidf_aux::app,0.0
tfidf_aux::choose,0.0
tfidf_aux::chainlink,0.0
tfidf_aux::chain,0.0
tfidf_aux::careful reading,0.0
tfidf_aux::careful,0.0
tfidf_aux::built,0.0
tfidf_aux::building,0.0
tfidf_aux::build,0.0
tfidf_aux::btc,0.0
tfidf_aux::bsc,0.0
tfidf_aux::bot polymarket,0.0
tfidf_aux::blockchains,0.0
tfidf_aux::blockchain-technology,0.0
tfidf_aux::blockchain ethereum,0.0
tfidf_aux::cryptocurrencies,0.0
tfidf_aux::crypto wallet,0.0
tfidf_aux::crypto cryptocurrency,0.0
tfidf_aux::crypto,0.0
tfidf_aux::created,0.0
tfidf_aux::create,0.0
tfidf_aux::core,0.0
tfidf_aux::copytrading bot,0.0
tfidf_aux::copytrading,0.0
tfidf_aux::copy bot,0.0
tfidf_aux::copy,0.0
tfidf_aux::contracts,0.0
tfidf_aux::contract,0.0
tfidf_aux::connect,0.0
tfidf_aux::coin,0.0
tfidf_aux::cli,0.0
tfidf_aux::erc721,0.0
tfidf_aux::erc20,0.0
tfidf_aux::digital,0.0
tfidf_aux::dex,0.0
tfidf_aux::development,0.0
tfidf_aux::designed,0.0
tfidf_aux::defi ethereum,0.0
primary_language_is_typescript,0.0
tfidf_aux::data,0.0
tfidf_aux::dapps,0.0
tfidf_aux::dapp ethereum,0.0
tfidf_aux::dapp,0.0
tfidf_aux::cryptography,0.0
tfidf_aux::cryptocurrency ethereum,0.0
primary_language_is_solidity,0.0
tfidf_aux::foundry,0.0
tfidf_aux::finance,0.0
tfidf_aux::features,0.0
tfidf_aux::evm,0.0
tfidf_aux::ethersjs,0.0
tfidf_aux::ethereum wallet,0.0
tfidf_aux::ethereum solidity,0.0
tfidf_aux::ethereum smart,0.0
tfidf_aux::ethereum evm,0.0
tfidf_aux::ethereum blockchain,0.0
tfidf_aux::eth ethereum,0.0
tfidf_aux::eth,0.0
tfidf_aux::error free,0.0
tfidf_aux::error,0.0
tfidf_aux::litecoin,0.0
tfidf_aux::license,0.0
tfidf_aux::library,0.0
tfidf_aux::learning,0.0
tfidf_aux::javascript,0.0
tfidf_aux::it,0.0
tfidf_aux::ipfs,0.0
tfidf_aux::integration,0.0
tfidf_aux::implementation,0.0
tfidf_aux::hardhat,0.0
tfidf_aux::golang,0.0
tfidf_aux::generator,0.0
tfidf_aux::game,0.0
tfidf_aux::frontend,0.0
tfidf_aux::free requires,0.0
tfidf_aux::free,0.0
tfidf_aux::nfts,0.0
tfidf_aux::nft marketplace,0.0
tfidf_aux::nft,0.0
tfidf_aux::nextjs,0.0
tfidf_aux::new tokens,0.0
tfidf_aux::new,0.0
tfidf_aux::network,0.0
tfidf_aux::multiple,0.0
tfidf_aux::multi-chain,0.0
tfidf_aux::model,0.0
tfidf_aux::mint,0.0
tfidf_aux::metamask,0.0
tfidf_aux::marketplace,0.0
tfidf_aux::management,0.0
tfidf_aux::manage,0.0
tfidf_aux::machine,0.0
tfidf_aux::protocol,0.0
tfidf_aux::profit error,0.0
tfidf_aux::profit,0.0
tfidf_aux::private,0.0
primary_language_is_rust,0.0
tfidf_aux::polymarket trading,0.0
tfidf_aux::polymarket copytrading,0.0
tfidf_aux::polymarket copy,0.0
tfidf_aux::polymarket,0.0
tfidf_aux::polygon,0.0
tfidf_aux::platform,0.0
tfidf_aux::open-source,0.0
tfidf_aux::open,0.0
tfidf_aux::on-chain,0.0
tfidf_aux::nodejs,0.0
tfidf_aux::node,0.0
tfidf_aux::secure,0.0
tfidf_aux::sdk,0.0
tfidf_aux::rust,0.0
tfidf_aux::requires careful,0.0
tfidf_aux::requires,0.0
tfidf_aux::real-time,0.0
tfidf_aux::real,0.0
tfidf_aux::reading use,0.0
tfidf_aux::reading,0.0
tfidf_aux::reactjs,0.0
tfidf_aux::react,0.0
tfidf_aux::raydium profit,0.0
tfidf_aux::raydium,0.0
tfidf_aux::python,0.0
tfidf_aux::pump.fun raydium,0.0
tfidf_aux::pump.fun,0.0
tfidf_aux::solidity web3,0.0
tfidf_aux::solidity truffle,0.0
tfidf_aux::solidity solidity-contracts,0.0
tfidf_aux::solidity smart,0.0
tfidf_aux::wallets,0.0
tfidf_aux::wallet web3,0.0
tfidf_aux::video,0.0
tfidf_aux::using,0.0
tfidf_aux::users,0.0
tfidf_aux::user,0.0
tfidf_aux::used snipe,0.0
tfidf_aux::used,0.0
tfidf_aux::use it,0.0
tfidf_aux::uniswap,0.0
text_for_tfidf_raw,0.0
framework_hint_count,0.0
forks_count,0.0
fork_to_star_ratio,0.0
following_count,0.0
tfidf_aux::solidity,0.0
tfidf_aux::solana,0.0
tfidf_aux::snipe new,0.0
tfidf_aux::snipe,0.0
tfidf_aux::smart-contracts solidity,0.0
tfidf_aux::smart-contracts,0.0
tfidf_aux::smart-contract,0.0
tfidf_aux::smart contracts,0.0
tfidf_aux::smart contract,0.0
tfidf_aux::written,0.0
combined_raw_len,0.0
text_source_name,0.0
description_has_download_lure_keyword,0.0
description_has_contract_address,0.0
tfidf_aux::trading bot,0.0
tfidf_aux::trading,0.0
tfidf_aux::tools,0.0
tfidf_aux::tool,0.0
tfidf_aux::tokens pump.fun,0.0
tfidf_aux::tokens,0.0
tfidf_aux::token,0.0
tfidf_aux::time,0.0
tfidf_aux::support,0.0
tfidf_aux::staking,0.0
tfidf_aux::sora,0.0
allow_forking,0.0
